formula,images
"O _ { 1 } , O _ { e } , O _ { e ^ { 2 } } , \cdots , O _ { e ^ { N - 2 } }",5c6088e802.png
"f _ { B } \equiv 0 , H \equiv \frac { \xi } { 2 \eta ^ { 2 } }",6784c5b40e.png
G ^ { R } ( k ) = \frac { N ^ { 2 } k ^ { 4 } } { 6 4 \pi ^ { 2 } } ( \ln | k ^ { 2 } | - i \pi \theta ( - k ^ { 2 } ) s g n \omega ) .,3974ae0081.png
i \frac { e ^ { 2 } } { m \theta } \frac { e ^ { - i \chi / 2 } } { \sin ( \chi / 2 ) },477f14fdbc.png
\nabla ^ { A } ( T _ { A B } + \tau _ { A B } ) = 0,7aaf02d892.png
x ( u + v ) = ( x ^ { \prime } ( u ) x ( v ) - x ^ { \prime } ( v ) x ( u ) ) / [ x ( u ) x ( - u ) - x ( v ) x ( - v ) ] .,4a3dd260e0.png
"A ( f , g ^ { \prime } ) = U ( g ^ { \prime } , g ) A ( f , g ) U ^ { * } ( g ^ { \prime } , g )",1271a5ec3e.png
\cdots \rightarrow \pi _ { n } ( M _ { 0 } ) \rightarrow \pi _ { n } ( M _ { 0 } / H ) \rightarrow \pi _ { n - 1 } ( H ) \rightarrow \pi _ { n - 1 } ( M _ { 0 } ) \rightarrow \cdots .,5f52d5c6b3.png
"( \frac { r } { A } ) ^ { \prime } = 1 - 8 \pi G r ^ { 2 } [ \frac { K ( f , h , u ) } A + U ( f , h , u ) ] .",3abcd1a374.png
"e ^ { \phi } \approx ( \frac { \bar { \mu } } { \bar { r } } ) ^ { \frac { ( D - 2 ) ( D - 3 ) a } { 4 ( D - 3 ) - 2 \Delta } } , A _ { t } = - ( \frac { \bar { r } } { \bar { \mu } } ) ^ { \frac { ( D - 3 ) \Delta } { 2 ( D - 3 ) - \Delta } } ,",2e5eb87b06.png
"H _ { 0 } = \frac { 1 } { l _ { 0 } } \sum _ { i } T r ( \dot { x } ^ { i } \dot { x } ^ { i } ) + \frac { 1 } { l _ { 0 } ^ { 5 } } \sum _ { i , j } T r ( [ x ^ { i } , x ^ { j } ] ^ { \dagger } [ x ^ { i } , x ^ { j } ] ) .",6fd77e234d.png
"A ( i \partial \psi / \partial u ) = B \psi ,",b332773b90.png
"\bar { \alpha } ( x , y ; \alpha ) = \bar { \alpha } ( \frac { x } { t } , \frac { y } { t } ; \bar { \alpha } ( t , y ; \alpha ) ) .",1a47aaf833.png
"\epsilon _ { c , N } \rightarrow e ^ { - ( 4 N / e \lambda ) ^ { 1 / 2 } - N / e } .",4fecadb995.png
\sigma \cdot n ( x ) = S ( x ) \sigma ^ { 3 } S ^ { \dagger } ( x ) .,42296eb517.png
"\beta ^ { 2 } = A _ { M } ^ { 1 / 2 } T _ { 2 } ^ { ( M ) } / T _ { 1 } ^ { ( B ) } ,",1b25f6add5.png
"\Delta ( B - L ) = 0 , \Delta ( B + L ) = 2 N _ { f a m } Q ,",790e159f23.png
"\chi _ { 2 } ^ { - } = - C ^ { - } \frac { \mu } { \gamma } ( 1 - z ) ^ { - \beta + \gamma } z ^ { \frac { 1 } { 2 } ( \mu + \beta ) } F ( \gamma , \gamma + \mu , \mu , z )",13e9318d1c.png
( | x | \mu ) ^ { - 1 6 / ( 3 \pi ^ { 2 } N ) } = \frac { \alpha ( \mu ) } { \alpha ( 1 / | x | ) } ( \frac { 1 - \alpha ( 1 / | x | ) } { 1 - \alpha ( \mu ) } ) ^ { r + 1 } .,5cc67d5d2d.png
A _ { \mu } = g ^ { - 1 } \partial _ { \mu } g = \sum A _ { \mu } ^ { i } T _ { i } .,73322c938c.png
h _ { 0 x } = \epsilon \sum _ { I } g _ { I i } ^ { 1 } X ^ { I } \Theta _ { \epsilon } ( X ^ { I } ),1a91e29b8c.png
"\Gamma _ { A } ^ { t } = C ^ { - 1 } \Gamma _ { A } C , C ^ { \dagger } = C ^ { - 1 } , C ^ { t } = - C ;",3dd41b5906.png
"g _ { n M N } = \sum _ { k = 0 } ^ { \infty } C _ { \xi } ^ { * k } C _ { \eta } ^ { k } e _ { k M } \otimes e _ { k - n , N } ( \frac { q ^ { - n } } { 1 - q ^ { 2 } } ) ^ { k } q ^ { k ^ { 2 } } \sqrt { \frac { [ - n ] _ { q ^ { 2 } } ! } { [ - n + k ] _ { q ^ { 2 } } ! [ k ] _ { q ^ { 2 } } ! } }",157454fb2a.png
f _ { a b c } ^ { 1 } + f _ { a c b } ^ { 1 } - f _ { b c a } ^ { 1 } - f _ { c b a } ^ { 1 } = 0 .,ad646e4bb5.png
m _ { c } \sim \frac { \ell _ { s } ^ { d - 3 } } { G _ { d } } \sim \frac { 1 } { \ell _ { s } g ^ { 2 } } \sim \frac { 1 } { \ell _ { d } } \frac { 1 } { g ^ { 2 ( d - 3 ) / ( d - 2 ) } } .,35f0c68495.png
"\nabla _ { \mu } J ^ { \mu } = 0 , 1 c m J _ { \mu } = 2 \partial _ { \mu } M M ^ { - 1 } = 2 ( \begin{array} { c c } \frac { 1 } { 2 } j _ { \mu } ^ { ( \varphi ) } & j _ { \mu } \\ j _ { \mu } ^ { ( 0 ) } & - \frac { 1 } { 2 } j _ { \mu } ^ { ( \varphi ) } \end{array} ) ,",715918409d.png
"V _ { 2 } ( t ) = e x p [ \frac { i e \theta _ { 2 } ^ { ( 2 ) } } { \hbar c } \int d \vec { y } J _ { 0 } ^ { ( 2 ) } ( y ) \frac { y ^ { 2 } } { L _ { 2 } } ] ,",35ea911753.png
\pi _ { i } = \frac { \partial L } { \partial \stackrel { . . } { q } _ { i } },1910861a1d.png
\frac { d \log c } { d \log \lambda } = \beta ^ { I } \frac { \partial \log c } { \partial \phi ^ { I } },20c06cc707.png
"\langle [ O _ { 1 } ( t ) , O _ { 2 } ( t ) ] \rangle \equiv l i m _ { \epsilon \rightarrow 0 } \langle O _ { 1 } ( t + \epsilon ) O _ { 2 } ( t ) \pm O _ { 2 } ( t + \epsilon ) O _ { 1 } ( t ) \rangle ,",55081b417c.png
"p = \frac { A } { 4 \ell _ { P } ^ { 2 } } \frac { \gamma _ { 0 } } { \gamma } ,",6254e2ef8d.png
\frac { 1 } { D _ { j } ( q + p ) } = \frac { 1 } { D _ { j } ( q ) } - \frac { D _ { j } ( q + p ) - D _ { j } ( q ) } { D _ { j } ( q ) D _ { j } ( q + p ) },42bff7e532.png
\partial _ { \mu } ( \sqrt { - d e t G } G ^ { \mu \nu } \partial _ { \nu } \Phi ) = 0,33e2d74c2c.png
"S _ { R B } [ \phi , a _ { \mu } ] = \int d ^ { 2 } x [ - \pi \partial _ { \mu } \phi \partial ^ { \mu } \phi - ( \partial _ { \mu } \phi - \partial ^ { \nu } \phi \epsilon _ { \nu \mu } ) a ^ { \mu } ] .",2aa9e2134e.png
= \int _ { F } \frac { d ^ { 2 } \tau } { \tau _ { 2 } ^ { 2 } } + 2 \int _ { 0 } ^ { \infty } \frac { d \tau _ { 2 } } { \tau _ { 2 } ^ { 2 } } \sum _ { n > 0 } e ^ { \frac { - \pi x } { 2 \tau _ { 2 } } n ^ { 2 } } = \frac { \pi } { 3 } + \frac { 2 \pi } { 3 x } .,a3cf2bd643.png
+ ( H _ { 1 } ^ { ( 2 ) } H _ { 2 } ^ { ( 2 ) } ) ^ { - 1 } ( d y _ { 5 } ^ { 2 } + d y _ { 6 } ^ { 2 } ) + d x ^ { \alpha } d x ^ { \alpha } ],36b1061ca9.png
E = \int d ^ { 3 } x \sqrt { - g } ( U + K ) .,64372053e7.png
"\Phi _ { i j } = ( \gamma ^ { \mu } ) _ { i j } ( \phi _ { + } ^ { - 2 } ) _ { \mu } , \bar { \Phi } ^ { i j } = ( \bar { \gamma } ^ { \mu } ) ^ { i j } ( \phi _ { + } ^ { 2 } ) _ { \mu } .",2abe5eb073.png
"\rho = < \psi , I ^ { \prime } | \psi , I ^ { \prime } > ^ { j * , i } | I > _ { i } < I | _ { j * } ,",ba27b820d5.png
"\phi ( r ) = - \int _ { 0 } ^ { a } d r ^ { \prime } r ^ { \prime } B ( r ^ { \prime } ) \ln ( r _ { > } / a ) ,",66d85909f7.png
\sigma ^ { p } \wedge ^ { K } \sigma ^ { q } = A ^ { K } ( W ^ { K } ( \sigma ^ { p } ) \wedge W ^ { K } ( \sigma ^ { q } ) ) .,11dbcd75fa.png
c h _ { M \beta } = \sum _ { K } c _ { \xi M } ^ { K } h _ { K \beta },a38b4f658b.png
"Q _ { + } v = v ^ { \dagger } Q _ { - } = 0 ,",77a54b6e1c.png
"G ( z _ { 1 } , z _ { 2 } , z _ { 3 } , z _ { 4 } ) : = W ( z _ { 1 } , z _ { 2 } ) W ( z _ { 3 } , z _ { 4 } )",a8722d79b7.png
B _ { 1 2 } \to B _ { 1 2 } + 2 \Rightarrow \rho \to \rho + 1 .,6f585e255e.png
S = \frac { 1 } { 8 \pi } \int d ^ { 2 } \sigma \{ ( \partial _ { 1 } X ) ^ { 2 } + ( \partial _ { 2 } X ) ^ { 2 } \} .,1fcc84f993.png
"0 = \{ \gamma _ { a } A ^ { a } + \gamma _ { 5 } \gamma _ { a } B ^ { a } , e _ { d } ^ { \mu } \gamma ^ { d } R _ { \mu \nu } ^ { e f } \frac { \partial } { \partial p _ { \nu } } \{ \sigma _ { e f } , \hat { W } \} \}",686e0ca4a1.png
"\tilde { R } ( t ) + \int d t ^ { \prime } K ( t , t ^ { \prime } ) S ( t ^ { \prime } ) = 0 ,",6128a6f433.png
T _ { 2 } = c _ { + + } T ^ { + } T ^ { + } + c _ { + 0 } T ^ { + } T ^ { 0 } + c _ { + - } T ^ { + } T ^ { - } + c _ { 0 - } T ^ { 0 } T ^ { - } + c _ { - - } T ^ { - } T ^ { - } +,662b9bae51.png
"( \rho \frac { d ^ { 2 } } { d \rho ^ { 2 } } + ( 2 - \rho ) \frac { d } { d \rho } + ( \Lambda - 1 ) ) v ( \rho ) = 0 ,",20f9ddb760.png
T r e ^ { - \beta P \bar { K } } = - 1 + [ \frac { m L } { \sqrt { 8 \pi \beta } } + \frac { 1 } { \sqrt { \pi } } \sum _ { n = 1 } ^ { \infty } \frac { 2 ^ { n } ( 1 + 2 ^ { 2 n - 1 } ) } { ( 2 n - 1 ) ! ! } \beta ^ { n - \frac { 1 } { 2 } } ] e ^ { - 4 \beta },2bf15335f5.png
V ( y ) = \frac { 4 K ^ { 2 } } { 8 1 a ^ { 4 } } \frac { 4 - 9 a ^ { 2 } } { ( 1 - K | y | ) ^ { 2 } } - \frac { 8 K } { 9 a ^ { 2 } } \delta ( y ) .,40d2b9d6a4.png
"< f | \widehat O | i > \stackrel { \widehat { T } _ { m } } \longrightarrow < \widetilde f | \widehat O | \widetilde i > ^ { * } ,",49175235da.png
"( 1 + \gamma _ { 5 } ) _ { A B } W _ { B } = 0 , \gamma _ { A B } ^ { n } \partial _ { n } W _ { B } = 0 ,",3b6f4d0dd1.png
"W _ { \mu \nu } = \partial _ { \mu } W _ { \nu } - \partial _ { \nu } W _ { \mu } + [ W _ { \mu } , W _ { \nu } ] ,",7fcc434f12.png
"\omega = V \epsilon _ { m n r } K _ { I } ^ { m } d x ^ { n } d x ^ { r } ,",36c627c367.png
"[ L _ { i } , L _ { j } ] = c _ { i j } ^ { k } L _ { k } , [ L _ { 0 } , L _ { i } ] = c _ { i } ^ { j } L _ { j } ( i , j , k \ge 1 )",5fb9eeb6ba.png
"\frac { \beta } { r ^ { 2 } } = \frac { 1 } { 2 d ^ { 2 } } = c o n s t ,",1010d3df77.png
\bar { m } = 2 M _ { q } ( 1 - \frac { \sqrt { 2 } } { 3 } \alpha _ { s } ) \simeq 1 . 9 M _ { q },32c948e047.png
t | \Psi \rangle = t _ { a } | \Psi \rangle = t _ { B I } | \Psi \rangle = 0 .,677e6e35ef.png
\bar { \partial } h ^ { * } = - y + X _ { \mu } ^ { * } \partial X ^ { \mu } + \partial ( h ^ { * } h ) + h ^ { * } ( \partial h ) .,21ce6ee359.png
"\delta _ { \alpha } \equiv \frac { \delta } { d u ^ { \alpha } } = ( \delta _ { i } = \partial _ { i } - N _ { i } ^ { b } ( u ) \partial _ { b } , \partial _ { a } = \frac { \partial } { d y ^ { a } } )",50534e9b5d.png
\beta ^ { 2 } = 2 \pi R _ { 1 1 } e ^ { - \phi _ { 0 } / 2 } T _ { 1 1 } / T .,6c04b8913c.png
"A ( y ) \cdot d y = | y | ^ { - 1 } \omega _ { 0 } + | y + D | ^ { - 1 } \omega _ { 1 } + d z ,",4e34e9fb22.png
"P i c ( X ) \equiv H _ { 1 , 1 } ( X ) \bigcap H _ { 2 } ( X ; Z ) .",692cd640a5.png
"x ^ { \mu } \rightarrow e ^ { - \lambda / R _ { a d s } } x ^ { \mu } , y \rightarrow y + \lambda .",55e4a863be.png
K = \frac { 2 i e ^ { 2 } } { ( 2 \pi ) ^ { 3 } } \frac { \gamma _ { 1 } \cdot \gamma _ { 2 } } { ( p ^ { \prime } - p ) ^ { 2 } + i \epsilon },d76327cf03.png
\Delta = - D ^ { 2 } - \frac { i } 2 \sigma _ { \mu \nu } F _ { \mu \nu } .,1f0141c2a3.png
"s S _ { C S } ( A ) = 0 ,",50ea944636.png
S ( k ; m ^ { 2 } ) = - \frac { 1 } { 8 \pi m ^ { 2 } } ( 1 - \frac { k ^ { 2 } } { 6 m ^ { 2 } } + O ( k ^ { 4 } ) ),a9bf1a1088.png
l i m _ { m \rightarrow \infty } I _ { r e l } = - i \frac { g } { 2 } \delta ^ { 2 } ( \tilde { p } ) .,5ad05790ea.png
H _ { E } = \frac { 1 } { 2 } \sum _ { \rho \in \Delta _ { + } } g _ { | \rho | } | \rho | ^ { 2 } V ( \rho \cdot q _ { 0 } ) ( 1 - \hat { P } _ { \rho } ) = - A _ { E } + c o n s t .,6edbe47dac.png
4 \frac { d \Phi _ { 2 } } { d r } \pm 2 \frac { d \Phi _ { 1 } } { d r } = 4 \sqrt { 2 } \tau _ { \Lambda \Sigma } ^ { ( \pm ) } q ^ { \Lambda \Sigma } \frac { e ^ { U - \Phi _ { \pm } } } { r ^ { 2 } },56c47637e2.png
"J _ { \mu } = - \frac { i h } 2 ( \varphi ^ { * } \nabla _ { \mu } \varphi - \varphi \nabla _ { \mu } \varphi ^ { * } ) ,",3da9a5612b.png
z ^ { i } : M _ { 4 } \longrightarrow S K ; q ^ { u } : M _ { 4 } \longrightarrow Q,25d4d60dd4.png
"\phi _ { i a , \overline { k } \overline { b } } ( \infty ) + \phi _ { i a , k b } ( \infty ) = 0",2f4b1e422c.png
"\frac { \delta } { \delta \phi ^ { a _ { 1 } } ( x _ { 1 } ) } \frac { \delta } { \delta \phi ^ { a _ { 2 } } ( x _ { 2 } ) } \cdots \frac { \delta } { \delta \phi ^ { a _ { n } } ( x _ { n } ) } ,",27a25f633c.png
"| \sum _ { \alpha \beta } \langle \Phi _ { \alpha } \Phi _ { \beta } \rangle _ { c } . / \sum _ { \alpha \beta } \langle \Phi _ { \alpha } \Phi _ { \beta } \rangle | = | \langle \Phi ^ { 2 } ( x ) \rangle _ { c } . / \langle \Phi ^ { 2 } ( x ) \rangle | ( n = 2 ) ,",1607343ddf.png
"d A _ { 6 } = F _ { 7 } = * _ { 1 1 } F _ { 4 } ,",402c59e472.png
\delta A ^ { 0 } = - \frac { e } { \kappa } ( \phi ^ { * } \delta \phi + \delta \phi ^ { * } \phi ) .,3d7d416a9b.png
"A _ { c } ( p , \stackrel { \rightharpoonup } { l } ) = \int \frac { d l ^ { 0 } } { 2 \pi } \tilde { A } _ { c } ( p , l ^ { 0 } , \stackrel { \rightharpoonup } { l } ) ,",2b0f74b0ef.png
\ddot { A } = 4 \pi \ddot { g } _ { \theta \theta } = 4 \pi r ^ { 2 } [ - 2 N \dot { K } _ { \theta } ^ { \theta } - 2 \dot { N } K _ { \theta } ^ { \theta } + 4 N ^ { 2 } ( K _ { \theta } ^ { \theta } ) ^ { 2 } ] e ^ { 2 c } .,1c3f667421.png
"L \sim ( \begin{array} { c c c } ( A - B ) \cos \alpha & - ( A + B ) \sin \alpha & 0 \\ ( A - B ) \sin \alpha & ( A + B ) \cos \alpha & 0 \\ 0 & 0 & 1 \end{array} ) ,",2e9538045d.png
( \dot { a } _ { \perp } ) _ { \mu } ( \dot { a } _ { \perp } ) ^ { \mu } = - ( a _ { \perp } ) _ { \mu } [ g ^ { \mu \nu } \partial _ { \tau } ^ { 2 } ] ( a _ { \perp } ) _ { \nu } + d i v e r g e n c e,1793232a11.png
"< q _ { f } | \hat { U } ( t _ { f } , t _ { i } ) | q _ { i } > = \int _ { q ( t _ { i } ) = q _ { i } } ^ { q ( t _ { f } ) = q _ { f } } [ D q ] e ^ { \frac { i } { \hbar } S [ q ] } ,",1a77d4128d.png
"\theta _ { ( 3 ) } ^ { ( 1 , 0 ) } ( \tau ) = \sum _ { ( m _ { 1 } , m _ { 2 } ) \in Z ^ { 2 } } q ^ { \frac { 1 } { 9 } + m _ { 1 } + 3 ( m _ { 1 } ^ { 2 } + m _ { 2 } ^ { 2 } - m _ { 1 } m _ { 2 } ) } = : q ^ { \frac { 1 } { 9 } } \tilde { \theta } _ { ( 3 ) } ^ { 0 } ( \tau ) ,",236a82eb31.png
\Delta \equiv \frac { \delta _ { r } } { \delta \phi ^ { A } } \frac { \delta _ { l } } { \delta \phi _ { A } ^ { \ast } } .,5a3e0ab0af.png
"\int _ { C } d ^ { 2 } x d ^ { 2 } y \Delta _ { C } ( x , y ) \delta ( x - y ) \dots = \Delta _ { 1 1 } ( 0 ) \int _ { C } d ^ { 2 } x \dots .",7444e1f149.png
"\{ - \partial ^ { 2 } - m ^ { 2 } - ( g \Gamma ) ^ { 2 } + 2 ( \Gamma g ) + ( g \partial ) ( g \Gamma ) \} \Psi = 0 ,",7e28179cce.png
"x _ { 0 } x _ { 2 } ^ { 2 } = x _ { 1 } ^ { 3 } + a x _ { 0 } ^ { 2 } x _ { 1 } + b x _ { 0 } ^ { 3 } ,",5f55f45c6b.png
0 < ( \sqrt { \beta \gamma } + 2 ( \eta - \alpha ) ) ^ { 2 },30f39d6aa2.png
"\nabla _ { i } ^ { a c } ( A _ { a s y m p t } ) \Phi _ { 0 } ^ { c } = \frac { 2 \pi } { \mu } B _ { i } ^ { a } ( A _ { a s y m p t } ) ,",5ab3fbcd48.png
\sqrt 2 ( B _ { \underline { i } } ^ { ( 1 ) } \alpha _ { I J } + i B _ { \underline { i } } ^ { ( 2 ) } \beta _ { I J } ) \epsilon ^ { J } = e ^ { - \phi + 3 U } ( \partial _ { \underline { i } } \overline { V } ) \gamma ^ { 0 } \epsilon _ { I } .,143dc54079.png
\tilde { \partial } _ { - - } \tilde { \partial } _ { + + } \tilde { u } = e ^ { 2 \tilde { u } } \tilde { F } _ { L } \tilde { F } _ { R } .,4c5a9f9ed2.png
"E _ { 0 } = ( - \frac { \mu ^ { s + 1 } } { 2 } \sum _ { k } g _ { k } | E _ { k } | ^ { - s } ) _ { s = - 1 } ,",41d1daec5e.png
"V = V _ { h } + V _ { v } a ^ { 4 } + \frac { k ^ { 4 } a ^ { 4 } } { 1 6 \pi ^ { 2 } } \int _ { 0 } ^ { \infty } d t t ^ { 3 } \ln [ 1 - \frac { k _ { \nu } ( t ) i _ { \nu } ( a t ) } { k _ { \nu } ( a t ) i _ { \nu } ( t ) } ] ,",6ef22a851c.png
\epsilon ^ { \mu \nu \rho } D _ { \mu } F _ { \nu \rho } ( L ) = 0 .,61103fa12b.png
"F [ \rho ] \equiv F [ \rho ] + \lambda ( t ) \int _ { - \infty } ^ { + \infty } \rho ( x , t ) d x .",276c03ddaa.png
"\psi _ { L ( I I ) } ( a ) = F ( a ) e x p [ \pm \frac { i } { \hbar } S _ { L ( I I ) } ( a ) ] ,",24b8a5df18.png
"V [ \phi ] = - \mu \sum _ { ( a ) } | \phi ^ { ( a ) } | ^ { 2 } + \lambda \{ \sum _ { ( a ) } | \phi ^ { ( a ) } | ^ { 2 } \} ^ { 2 } + \kappa \sum _ { ( a ) \neq ( b ) } | \bar { \phi } ^ { ( a ) } . \phi ^ { ( b ) } | ^ { 2 } ,",674568b7ed.png
H _ { 5 } = \frac { 1 } { 2 } T r ( B ^ { \dagger } B ) = \frac { 1 } { 2 } T r ( \pi ^ { 2 } ) + V _ { 5 },4daea8055a.png
"W [ z + ( m + i n ) L ] = W ( z ) , \forall t ,",5f3df121af.png
H _ { 0 } ( X ) = T r \{ - \frac { 1 } { 2 \mu } ( \frac { \partial } { \partial X } ) ^ { 2 } - \frac { \mu } { 2 R ^ { 2 } } X ^ { 2 } + \cdots \} .,5c4ebea6f6.png
\nabla ^ { a } P _ { a 0 } = \bar { \nabla } ^ { c } P _ { c 0 } - 3 H _ { B } P _ { 0 0 } - H _ { B } \bar { P } - \dot { u } _ { a } P _ { 0 } ^ { a } - \dot { P } _ { 0 0 },b149c414d6.png
p = \frac { \beta ^ { 2 } } { 8 \pi - \beta ^ { 2 } } = \frac { 1 } { 2 R ^ { 2 } - 1 } .,3eda4ca0ad.png
"D _ { - m , m } ^ { j } = \frac { ( j + m ) ! } { ( j - m ) ! ( 2 m ) ! } ( 2 \pi i \lambda ) ^ { 2 m } \delta _ { m \ge 0 } ,",3ab9084e61.png
"S _ { p } = - \tau _ { p } \int d \xi ^ { 4 } e ^ { - \phi } K ( T ) \sqrt { - \hat { G } } + \mu _ { p } \int \hat { C } _ { 4 } ,",4d4352b0b5.png
\alpha ( R \tilde { f } ) = q ^ { - 2 R ^ { 2 } \tilde { f } } = q ^ { - 2 ( R ^ { 2 } \tilde { f } \pm R ( u + v ) / 2 ) } .,36a91472e0.png
L ( x ) = \frac { 2 } { n } \int \frac { d ^ { 2 } p } { 4 \pi ^ { 2 } } e ^ { i p x } \frac { \epsilon ( p ) } { \frac { 2 \kappa } { \pi n } p ^ { 2 } D ( p ) + 2 z },6ea254403e.png
. \rho _ { + } | _ { \delta = 0 } = f _ { 0 } + s _ { 0 } = 0,519331714c.png
\langle s | \cos \phi | p \rangle = 0 o r \langle s | \sin \phi | p \rangle = 0,787e43c2ad.png
S _ { P } \sim E _ { P } R _ { P } / c \hbar \sim \rho _ { P } R _ { P } ^ { 4 } \sim ( R _ { P } / l _ { P } ) ^ { 4 } \sim 1 0 ^ { 1 2 0 } .,2e036dad70.png
2 \pi a U = \frac { \pi } { 1 2 0 \delta ^ { 4 } } + s u b l e a d i n g t e r m s .,4be3db7c16.png
"\tilde { \zeta } ( s ) = \frac { V _ { q } } { ( 4 \pi ) ^ { q / 2 } } \frac { \Gamma ( s - q / 2 ) } { \Gamma ( s ) } \{ ( \mu _ { c } ^ { 2 } - \mu ^ { 2 } ) ^ { q / 2 - s } + \sum _ { p \ne 0 } ( \sigma _ { p } ^ { d } + m ^ { 2 } - \mu ^ { 2 } ) ^ { - s } \} ,",23e6087f63.png
"\gamma ^ { 0 } = - \sigma _ { 1 } , \gamma ^ { 1 } = i \sigma _ { 3 } , \gamma ^ { 5 } = - \sigma _ { 2 } .",1baa68a72b.png
< \pounds _ { N G } ^ { ( 2 ) } > = \frac { \alpha _ { 0 } } { \pi ^ { 2 } } ( | \psi _ { 0 } | ^ { 2 } + | \varphi _ { 0 } | ^ { 2 } ) ^ { 2 },506cfedb0e.png
"A _ { i } * A _ { j } = A _ { k } , k = ( i + j )",7debeb2402.png
"( \Omega \Omega ^ { * } ) _ { N } ( \vec { x } ) = e ^ { 2 e _ { o } \sigma _ { N } ( \vec { x } ) } + \frac { 2 e _ { o } ^ { 2 } } { N } e ^ { 2 e _ { o } \sigma _ { N } ( \vec { x } ) } ( X _ { i } \sigma _ { N } ( \vec { x } ) ) ^ { 2 } + o ( e _ { o } ^ { 2 } N ^ { - 2 } ) ,",5d184095c6.png
J _ { B \mu } ^ { \prime } = F _ { \mu \nu } \partial ^ { \nu } \frac { 1 } { \partial _ { i } \partial ^ { i } } \overline { P } + m ^ { 2 } ( A _ { \mu } + \partial _ { \mu } \rho ) \frac { 1 } { \partial _ { i } \partial ^ { i } } \overline { P } + B \partial _ { \mu } \frac { 1 } { \partial _ { i } \partial ^ { i } } \overline { P } .,3b9179fa0c.png
"\kappa _ { \bar { \alpha } } = - \overline { \kappa _ { \alpha } } ,",5f173279ab.png
"H = \{ \begin{array} { c c } 1 + \frac { Q _ { p + 1 } } { r ^ { 6 - p } } , & 0 \le p \le 5 , \\ 1 - Q _ { 7 } \ln r , & p = 6 , \end{array} .",6dec9e02e5.png
= \sum _ { n } ( 1 - \mu _ { n } ^ { 2 } + 2 \beta _ { n } z _ { n } ) + \sum _ { B } ( - 3 + 2 \beta _ { B } z _ { B } ) .,1a7bc93b17.png
\psi _ { n + 1 } + \psi _ { n - 1 } + 2 \lambda \cos ( \theta + 2 \pi n \eta ) \psi _ { n } = E \psi _ { n },4d49a1e5ca.png
"H = \frac { 2 M p _ { r } } { r } , K = - \frac { r ^ { 3 } p _ { r } } { 8 M } , D = \frac { 1 } { 2 } r p _ { r } .",1b7bc49123.png
"\tilde { \Gamma } _ { t } ^ { ( 4 ) } ( q _ { 1 } , q _ { 2 } , q _ { 3 } , q _ { 4 } ) = \tilde { \Gamma } _ { t , s = 0 } ^ { ( 4 ) } ( q _ { 1 } , q _ { 2 } , q _ { 3 } , q _ { 4 } ) ,",71e985533b.png
"s \mapsto s ^ { \prime } , x ^ { \mu } ( s ) \mapsto x ^ { \mu } ( s ^ { \prime } ( s ) ) ,",5d901d1758.png
"\widehat { \Sigma } = \widetilde { S } + t r \int d ^ { 4 } x b \partial A ,",4bed0a8529.png
D A D E = D C D E,5e55758597.png
"\delta x _ { \parallel } ^ { ( 2 ) } ( \sigma _ { c } , \tau ) = \int d \omega E _ { \omega } ^ { \parallel } ( \sigma _ { c } ) e ^ { - i \omega \tau } .",67ed4190e4.png
"u _ { s } ^ { \dag } ( \vec { k } ) u _ { s ^ { \prime } } ( \vec { k } ) = \delta _ { s s ^ { \prime } } , v _ { s } ^ { \dag } ( \vec { k } ) v _ { s ^ { \prime } } ( \vec { k } ) = \delta _ { s s ^ { \prime } } , v _ { s } ^ { T } ( \vec { k } ) u _ { s ^ { \prime } } ( - \vec { k } ) = 0 ,",7bfccd7d43.png
- \frac { T } { 8 \pi } ( M _ { W } ( 9 M _ { W } ^ { 2 } + \frac { 3 } { 2 } M _ { H } ^ { 2 } ) + \frac { 3 } { 2 } M _ { H } ^ { 3 } ) \int d ^ { 3 } x ( H _ { 0 } ^ { 2 } - 1 ) .,599063d58b.png
N = 2 ^ { n u m b e r o f w a l k e r s \times n u m b e r o f s t e p s } \times ( s u b l e a d i n g t e r m s ) .,78a0f6d6c7.png
\delta \phi _ { 1 } = 6 \bar { \sigma },1be02439d1.png
"\tilde { h } _ { 1 , 0 , 3 } = \xi \frac { 1 6 . 3 6 } { \zeta ^ { b _ { 7 } } } ,",147484a2a0.png
\hat { F } _ { \ell j } = \frac { 1 } { E + M \cos 2 \eta } ( \frac { d } { d r } + \frac { V } { t a n 2 \eta } - M \sin 2 \eta ) \hat { G } _ { \ell j },791604bb87.png
"R ( \frac { s L _ { 1 } ^ { 2 } } { 4 } ; \mu _ { s } ^ { 2 } L _ { 1 } ^ { 2 } , \mu _ { u } ^ { 2 } L _ { 1 } ^ { 2 } , \mu _ { t } ^ { 2 } L _ { 1 } ^ { 2 } ; m _ { 0 } L _ { 1 } , w ) \equiv 1 6 \pi ^ { 2 } \frac { \sigma ^ { ( \infty ) } ( s ) - \sigma ^ { ( 0 ) } ( s ) } { g \sigma ^ { ( 0 ) } ( s ) } .",5b7bdf15f7.png
h = \Delta _ { V } ^ { + } + \Delta _ { V } ^ { - } = \frac { \beta ^ { 2 } } { 4 \pi } = \frac { 2 p } { p + 1 },7e3e21b067.png
